tijdstip,weg,titel,richting,traject,oorzaak,vertraging_min,lengte_m,lat,lon,start_tijd,file_id
2026-07-13 09:33,A16,Langzaam rijdend verkeer,Breda - Rotterdam,Tussen Rotterdam-Feijenoord (24) en de Rottemerentunnel.,,14.0,5900,51.960873,4.521176,2026-07-13 06:13,10005350095
2026-07-13 09:33,A16,Langzaam rijdend verkeer op parallelrijbaan,Breda - Rotterdam,Op de parallelbaan. Tussen knooppunt Ridderkerk-Noord en Rotterdam-Feijenoord (24).,,4.0,2200,51.898914,4.547421,2026-07-13 09:29,10005350738
2026-07-13 09:33,A20,Langzaam rijdend verkeer,Hoek van Holland - Gouda,Tussen Prins Alexander (16) en Nieuwerkerk aan den IJssel (17).,,6.0,3200,51.98263,4.623669,2026-07-13 09:11,10005350698
2026-07-13 09:33,A20,Langzaam rijdend verkeer,Gouda - Hoek van Holland,Tussen Nieuwerkerk aan den IJssel (17) en knooppunt Terbregseplein.,,4.0,2500,51.954147,4.55344,2026-07-13 09:30,10005350741
2026-07-13 09:33,A27,Stilstaand verkeer,Breda - Gorinchem,Tussen Nieuwendijk (22) en de Merwedebrug.,Wegwerkzaamheden,13.0,4000,51.829277,4.943232,2026-07-13 05:52,10005350087
2026-07-13 09:33,A50,Langzaam rijdend verkeer,Arnhem - Oss,Tussen knooppunt Ewijk en de Maasbrug.,,8.0,3900,51.800068,5.670363,2026-07-13 06:44,10005350171
2026-07-13 09:33,A59,Stilstaand verkeer,Knooppunt Zonzeel - 's-Hertogenbosch,Op de verbindingsweg van de A59 vanuit Waalwijk naar de A2 richting Utrecht.,,6.0,800,51.72585,5.32191,2026-07-13 08:57,10005350665
2026-07-13 09:33,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,,18.0,2300,50.818733,6.024534,2026-07-13 07:27,10005350304
2026-07-13 12:41,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,15.0,2700,52.31377,7.043839,2026-07-13 11:46,10005350997
2026-07-13 12:41,A2,Stilstaand verkeer,Maastricht - Eindhoven,Tussen knooppunt Leenderheide en knooppunt De Hogt.,,17.0,3500,51.405483,5.450494,2026-07-13 11:39,10005350978
2026-07-13 12:41,A2,Stilstaand verkeer,'s-Hertogenbosch - Utrecht,Tussen Rosmalen-West (20) en de Maasbrug.,,15.0,3300,51.736492,5.306974,2026-07-13 12:01,10005351030
2026-07-13 12:41,A2,Stilstaand verkeer,'s-Hertogenbosch - Utrecht,Tussen Geldermalsen (15) en Culemborg (13).,Extra verkeersdrukte door wegwerkzaamheden elders,17.0,4800,51.927765,5.165955,2026-07-13 12:06,10005351045
2026-07-13 12:41,A4,Langzaam rijdend verkeer,Den Haag - Rotterdam,Tussen Den Hoorn (13) en de Ketheltunnel.,,13.0,5200,51.94706,4.355426,2026-07-13 12:14,10005351066
2026-07-13 12:41,A4,Langzaam rijdend verkeer,Rotterdam - Den Haag,Tussen Den Haag-Zuid (12) en Rijswijk (11).,,4.0,2500,52.02473,4.32163,2026-07-13 12:27,10005351091
2026-07-13 12:41,A6,Stilstaand verkeer,Emmeloord - Lelystad,Tussen Emmeloord-West (14) en de Ketelbrug.,Brugopening,15.0,2500,52.625286,5.664515,2026-07-13 12:25,10005351086
2026-07-13 12:41,A7,Stilstaand verkeer,Westerbroek - Bremen,Tussen Oudeschans (48) en Duitsland.,Door grenscontrole,27.0,3500,53.18038,7.227433,2026-07-13 10:21,10005350825
2026-07-13 12:41,A7,Stilstaand verkeer,Den Oever - Knooppunt Zurich,Tussen Breezanddijk en de brug over de Lorentzsluis.,,17.0,4500,53.073807,5.335642,2026-07-13 11:24,10005350938
2026-07-13 12:41,A7,Stilstaand verkeer,Knooppunt Zurich - Hoorn,Tussen Breezanddijk en Den Helder (14).,,8.0,3100,52.93327,5.039222,2026-07-13 12:31,10005351100
2026-07-13 12:41,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1700,51.898357,6.165913,2026-07-13 12:29,10005351093
2026-07-13 12:41,A15,Stilstaand verkeer op parallelrijbaan,Ridderkerk - Europoort,Op de parallelbaan. Tussen Rotterdam-IJsselmonde (20) en Rotterdam-Zuidplein (19a).,,8.0,2500,51.866344,4.511262,2026-07-13 12:32,10005351101
2026-07-13 12:41,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Rotterdam-Kralingen (26) en de Rottemerentunnel.,,12.0,4500,51.96116,4.520613,2026-07-13 11:33,10005350962
2026-07-13 12:41,A20,Langzaam rijdend verkeer,Gouda - Hoek van Holland,Tussen Nieuwerkerk aan den IJssel (17) en knooppunt Terbregseplein.,,6.0,3200,51.95377,4.550658,2026-07-13 12:26,10005351087
2026-07-13 12:41,A22,Langzaam rijdend verkeer,Beverwijk - Velsen,Tussen knooppunt Beverwijk en de Velsertunnel.,,5.0,2000,52.461296,4.654685,2026-07-13 12:38,10005351114
2026-07-13 12:41,A27,Langzaam rijdend verkeer,Breda - Gorinchem,Tussen Werkendam (23) en knooppunt Gorinchem.,,6.0,3200,51.84025,4.947961,2026-07-13 11:09,10005350895
2026-07-13 12:41,A28,Langzaam rijdend verkeer,Amersfoort - Hoogeveen,Tussen Zwolle-Zuid (18) en Zwolle-Noord (20).,Defecte vrachtwagen,7.0,3400,52.525764,6.115765,2026-07-13 11:57,10005351020
2026-07-13 12:41,A50,Stilstaand verkeer,Oss - Arnhem,Tussen Renkum (19) en knooppunt Grijsoord.,Incident op aansluitende weg,14.0,4500,52.01947,5.818338,2026-07-13 12:00,10005351029
2026-07-13 12:41,A50,Stilstaand verkeer,Oss - Arnhem,Op de verbindingsweg van de A50 vanuit Eindhoven naar de A12 richting Arnhem.,Incident op aansluitende weg,5.0,900,52.026405,5.827753,2026-07-13 12:06,10005351047
2026-07-13 12:41,A50,Stilstaand verkeer,Eindhoven - Arnhem,Tussen Oss-Oost (16) en Ravenstein (17).,Ongeval(len),40.0,5100,51.76596,5.62943,2026-07-13 12:10,10005351053
2026-07-13 12:41,A59,Stilstaand verkeer,Knooppunt Zonzeel - 's-Hertogenbosch,Op de verbindingsweg van de A59 vanuit Waalwijk naar de A2 richting Utrecht.,,7.0,1200,51.72585,5.32191,2026-07-13 11:45,10005351004
2026-07-13 12:41,A73,Stilstaand verkeer,Nijmegen - Maasbracht,Tussen Venlo-West (13) en knooppunt Tiglia.,,13.0,3700,51.347775,6.157164,2026-07-13 10:41,10005350857
2026-07-13 12:41,A73,Stilstaand verkeer,Maasbracht - Nijmegen,Tussen Beesel (18) en Belfeld (17).,,10.0,3400,51.30887,6.127104,2026-07-13 10:51,10005350872
2026-07-13 12:41,A76,Stilstaand verkeer,Geleen - Keulen,Tussen knooppunt Kunderberg en Duitsland.,,31.0,6000,50.818733,6.024534,2026-07-13 07:27,10005350304
2026-07-13 15:07,A1,Stilstaand verkeer,Amsterdam - Amersfoort,Tussen Naarden-Vesting (6) en Blaricum (8).,,10.0,3600,52.273624,5.191598,2026-07-13 13:05,10005351180
2026-07-13 15:07,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen Oldenzaal-Zuid (33) en Duitsland.,Door grenscontrole,9.0,2900,52.31377,7.043839,2026-07-13 13:37,10005351262
2026-07-13 15:07,A2,Langzaam rijdend verkeer,'s-Hertogenbosch - Utrecht,Tussen knooppunt Empel en Kerkdriel (19).,,11.0,4600,51.75554,5.286107,2026-07-13 13:42,10005351280
2026-07-13 15:07,A2,Langzaam rijdend verkeer,Utrecht - 's-Hertogenbosch,Tussen knooppunt Oudenrijn en knooppunt Everdingen.,,9.0,5000,51.98588,5.086519,2026-07-13 14:56,10005351511
2026-07-13 15:07,A2,Stilstaand verkeer,'s-Hertogenbosch - Utrecht,Tussen knooppunt Deil en de Lingebrug.,,7.0,2300,51.888226,5.200799,2026-07-13 15:04,10005351549
2026-07-13 15:07,A2,Langzaam rijdend verkeer,Eindhoven - Maastricht,Tussen knooppunt Batadorp en knooppunt De Hogt.,,4.0,2100,51.463226,5.406659,2026-07-13 15:04,10005351550
2026-07-13 15:07,A2,Langzaam rijdend verkeer,'s-Hertogenbosch - Utrecht,Tussen Kerkdriel (19) en Zaltbommel (17).,,5.0,2800,51.794205,5.258318,2026-07-13 15:04,10005351548
2026-07-13 15:07,A4,Stilstaand verkeer,Amsterdam - Den Haag,Tussen Hoofddorp (3) en knooppunt Burgerveen.,Defecte vrachtwagen,14.0,4800,52.24407,4.663255,2026-07-13 13:43,10005351283
2026-07-13 15:07,A4,Stilstaand verkeer,Rotterdam - Den Haag,Tussen knooppunt Kethelplein en Delft (14).,Ongeval(len),19.0,4500,51.98144,4.331114,2026-07-13 14:19,10005351386
2026-07-13 15:07,A4,Stilstaand verkeer,Amsterdam - Rotterdam,Tussen knooppunt Prins Clausplein en Den Haag-Zuid (12).,Ongeval(len),20.0,6500,52.016876,4.315351,2026-07-13 14:32,10005351422
2026-07-13 15:07,A4,Stilstaand verkeer,Rotterdam - Den Haag,Tussen knooppunt Benelux en de Ketheltunnel.,,15.0,6100,51.92925,4.365009,2026-07-13 14:41,10005351446
2026-07-13 15:07,A4,Langzaam rijdend verkeer,Amsterdam - Den Haag,Tussen Roelofarendsveen (5) en Limesaquaduct.,Ongeval(len),7.0,3600,52.15475,4.541517,2026-07-13 14:44,10005351461
2026-07-13 15:07,A4,Stilstaand verkeer,Rotterdam - Den Haag,Op de verbindingsweg van de A4 vanuit Hoogvliet naar de A20 richting Gouda.,,4.0,1100,51.92618,4.382772,2026-07-13 14:44,10005351460
2026-07-13 15:07,A4,Stilstaand verkeer,Den Haag - Rotterdam,Tussen Schiedam-Noord (10) en knooppunt Benelux.,,14.0,3700,51.887417,4.379424,2026-07-13 14:50,10005351485
2026-07-13 15:07,A7,Stilstaand verkeer,Westerbroek - Bremen,Tussen Oudeschans (48) en Duitsland.,Door grenscontrole,12.0,1900,53.18038,7.227433,2026-07-13 10:21,10005350825
2026-07-13 15:07,A9,Langzaam rijdend verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,10.0,4800,52.42744,4.681736,2026-07-13 13:28,10005351242
2026-07-13 15:07,A12,Langzaam rijdend verkeer,Utrecht - Arnhem,Tussen Ede (24) en knooppunt Waterberg.,,11.0,5300,52.02867,5.848091,2026-07-13 14:38,10005351434
2026-07-13 15:07,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,,13.0,1800,51.898357,6.165913,2026-07-13 14:59,10005351523
2026-07-13 15:07,A12,Langzaam rijdend verkeer,Utrecht - Den Haag,Tussen Reeuwijk (12) en Gouda (11).,,4.0,2100,52.039257,4.702284,2026-07-13 15:04,10005351545
2026-07-13 15:07,A15,Langzaam rijdend verkeer,Nijmegen - Gorinchem,Tussen knooppunt Deil en Arkel (28).,,7.0,3600,51.839645,5.074598,2026-07-13 15:01,10005351531
2026-07-13 15:07,A15,Langzaam rijdend verkeer,Nijmegen - Gorinchem,Tussen Geldermalsen (30) en knooppunt Deil.,,5.0,2200,51.858868,5.281032,2026-07-13 15:04,10005351546
2026-07-13 15:07,A16,Stilstaand verkeer op parallelrijbaan,Rotterdam - Breda,Op de parallelbaan. Tussen knooppunt Terbregseplein en Rotterdam-Feijenoord (24).,,23.0,4600,51.893684,4.558517,2026-07-13 14:02,10005351329
2026-07-13 15:07,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Rotterdam-Feijenoord (24) en de Rottemerentunnel.,,18.0,6400,51.96201,4.518935,2026-07-13 14:49,10005351481
2026-07-13 15:07,A16,Langzaam rijdend verkeer,Breda - Rotterdam,Tussen Zevenbergschen Hoek (18) en de Moerdijkbrug.,,3.0,2100,51.715294,4.638046,2026-07-13 14:59,10005351526
2026-07-13 15:07,A16,Stilstaand verkeer op parallelrijbaan,Breda - Rotterdam,Op de parallelbaan. Tussen Capelle a/d IJssel (25) en Rotterdam-Prins Alexander (27).,,9.0,2000,51.933582,4.537196,2026-07-13 15:04,10005351547
2026-07-13 15:07,A17,Stilstaand verkeer,Roosendaal - Dordrecht,Tussen Moerdijk-Havens (26) en knooppunt Klaverpolder.,,17.0,4900,51.706257,4.644825,2026-07-13 14:15,10005351372
2026-07-13 15:07,A20,Stilstaand verkeer,Gouda - Hoek van Holland,Tussen Nieuwerkerk aan den IJssel (17) en knooppunt Terbregseplein.,,19.0,3700,51.95222,4.53951,2026-07-13 12:26,10005351087
2026-07-13 15:07,A20,Stilstaand verkeer,Hoek van Holland - Gouda,Op de verbindingsweg van de A20 vanuit Hoek van Holland naar de A16 richting Breda.,,7.0,1200,51.945976,4.5315943,2026-07-13 14:20,10005351390
2026-07-13 15:07,A20,Langzaam rijdend verkeer,Hoek van Holland - Gouda,Tussen Schiedam (11) en de Giessenbrug.,,5.0,2100,51.92761,4.429753,2026-07-13 14:42,10005351449
2026-07-13 15:07,A20,Stilstaand verkeer,Hoek van Holland - Gouda,Tussen Prins Alexander (16) en Moordrecht (18).,,12.0,3400,51.986385,4.629698,2026-07-13 14:58,10005351520
2026-07-13 15:07,A27,Langzaam rijdend verkeer,Breda - Gorinchem,Tussen Werkendam (23) en knooppunt Gorinchem.,Wegwerkzaamheden,8.0,4200,51.83941,4.947572,2026-07-13 13:14,10005351209
2026-07-13 15:07,A27,Langzaam rijdend verkeer,Utrecht - Gorinchem,Tussen Nieuwegein (28) en Hagestein (27).,Wegwerkzaamheden,5.0,2700,51.99082,5.11083,2026-07-13 14:05,10005351335
2026-07-13 15:07,A27,Langzaam rijdend verkeer,Utrecht - Gorinchem,Tussen knooppunt Rijnsweerd en knooppunt Lunetten.,,6.0,2800,52.076405,5.157078,2026-07-13 14:56,10005351510
2026-07-13 15:07,A28,Stilstaand verkeer,Amersfoort - Utrecht,Op de verbindingsweg van de A28 vanuit Amersfoort naar de A27 richting Breda.,,10.0,1900,52.078636,5.1592064,2026-07-13 14:35,10005351430
2026-07-13 15:07,A28,Stilstaand verkeer,Amersfoort - Utrecht,Tussen Den Dolder (3) en Utrecht-Centrum.,,11.0,2800,52.089073,5.149194,2026-07-13 14:54,10005351500
2026-07-13 15:07,A50,Langzaam rijdend verkeer,Eindhoven - Arnhem,Tussen knooppunt Paalgraven en de Maasbrug.,,8.0,4000,51.79266,5.661474,2026-07-13 13:09,10005351192
2026-07-13 15:07,A50,Langzaam rijdend verkeer,Oss - Arnhem,Tussen Renkum (19) en knooppunt Grijsoord.,,13.0,5400,52.01947,5.818338,2026-07-13 14:39,10005351442
2026-07-13 15:07,A50,Stilstaand verkeer,Arnhem - Oss,Tussen knooppunt Ewijk en de Maasbrug.,,7.0,2600,51.801777,5.672465,2026-07-13 15:02,10005351538
2026-07-13 15:07,A50,Stilstaand verkeer,Eindhoven - Arnhem,Tussen Oss-Oost (16) en Ravenstein (17).,,11.0,2800,51.753227,5.621422,2026-07-13 15:03,10005351542
2026-07-13 15:07,A59,Stilstaand verkeer,Knooppunt Zonzeel - 's-Hertogenbosch,Op de verbindingsweg van de A59 vanuit Waalwijk naar de A2 richting Utrecht.,,4.0,1000,51.72585,5.32191,2026-07-13 14:23,10005351406
2026-07-13 15:07,A73,Langzaam rijdend verkeer,Nijmegen - Maasbracht,Tussen Maasbree (14) en Belfeld (17).,Wegwerkzaamheden,5.0,2100,51.347248,6.15741,2026-07-13 14:57,10005351516
2026-07-13 15:07,A73,Stilstaand verkeer,Maasbracht - Nijmegen,Tussen Beesel (18) en Belfeld (17).,,6.0,2300,51.30887,6.127104,2026-07-13 15:03,10005351543
2026-07-13 15:07,A76,Stilstaand verkeer,Geleen - Keulen,Tussen knooppunt Kunderberg en Duitsland.,Wegwerkzaamheden over de grens,44.0,7900,50.818733,6.024534,2026-07-13 07:27,10005350304
2026-07-13 15:07,A325,Langzaam rijdend verkeer,Nijmegen - Knooppunt Velperbroek,Tussen Elst en Kronenburg.,,8.0,3400,51.96278,5.897284,2026-07-13 14:14,10005351367
2026-07-13 15:07,A325,Langzaam rijdend verkeer,Nijmegen - Knooppunt Velperbroek,Tussen Elden en Velperbroek.,,13.0,5800,51.98133,5.978122,2026-07-13 14:34,10005351426
2026-07-13 15:07,N57,Langzaam rijdend verkeer,Rotterdam - Voorne-Putten,Tussen Brielle-Noord en Hellevoetsluis/Oudenhoorn.,,11.0,5800,51.861423,4.156718,2026-07-13 15:03,10005351544
2026-07-13 17:50,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen Oldenzaal-Zuid (33) en Duitsland.,Door grenscontrole,9.0,2900,52.31377,7.043839,2026-07-13 13:37,10005351262
2026-07-13 17:50,A2,Stilstaand verkeer,Utrecht - 's-Hertogenbosch,Tussen knooppunt Oudenrijn en Everdingen (12).,Wegwerkzaamheden op aansluitende weg,26.0,9400,51.96849,5.110477,2026-07-13 14:56,10005351511
2026-07-13 17:50,A2,Langzaam rijdend verkeer op parallelrijbaan,'s-Hertogenbosch - Utrecht,Op de parallelbaan. Tussen Rosmalen-West (20) en de Maasbrug.,,6.0,2700,51.731255,5.313449,2026-07-13 16:03,10005351864
2026-07-13 17:50,A2,Stilstaand verkeer,'s-Hertogenbosch - Utrecht,Tussen knooppunt Hintham en de Martinus Nijhoffbrug.,,33.0,12700,51.795967,5.258425,2026-07-13 16:35,10005352064
2026-07-13 17:50,A2,Stilstaand verkeer,'s-Hertogenbosch - Utrecht,Op de verbindingsweg van de A2 vanuit 's-Hertogenbosch naar de A12 richting Den Haag.,,4.0,1000,52.06929,5.054532,2026-07-13 17:33,10005352451
2026-07-13 17:50,A2,Langzaam rijdend verkeer,Eindhoven - Maastricht,Tussen knooppunt Batadorp en knooppunt De Hogt.,,7.0,5200,51.431095,5.427162,2026-07-13 17:44,10005352496
2026-07-13 17:50,A2,Langzaam rijdend verkeer,Eindhoven - Maastricht,Tussen Kelpen-Oler (40) en Wessem (42).,,4.0,2100,51.172848,5.857383,2026-07-13 17:47,10005352509
2026-07-13 17:50,A4,Langzaam rijdend verkeer,Amsterdam - Rotterdam,Tussen knooppunt Hofvliet en Rijswijk-Plaspoelpolder (10).,,19.0,10500,52.037163,4.337457,2026-07-13 14:32,10005351422
2026-07-13 17:50,A4,Langzaam rijdend verkeer,Den Haag - Rotterdam,Tussen Rijswijk (11) en Slinksloot.,,13.0,5300,51.97593,4.335807,2026-07-13 17:09,10005352279
2026-07-13 17:50,A4,Langzaam rijdend verkeer,Den Haag - Rotterdam,Tussen Vlaardingen-Oost (16) en knooppunt Benelux.,,7.0,2900,51.884,4.381165,2026-07-13 17:27,10005352391
2026-07-13 17:50,A4,Stilstaand verkeer,Den Haag - Amsterdam,Op de verbindingsweg van de A4 vanuit Rijswijk naar de A12 richting Utrecht.,,4.0,400,52.060184,4.379403,2026-07-13 17:40,10005352493
2026-07-13 17:50,A4,Stilstaand verkeer,Amsterdam - Den Haag,Tussen Zoeterwoude-Rijndijk (6A) en Leidschendam (8).,,15.0,4700,52.1112,4.461032,2026-07-13 17:41,10005352485
2026-07-13 17:50,A4,Langzaam rijdend verkeer op parallelrijbaan,Den Haag - Amsterdam,Op de parallelbaan. Tussen knooppunt Prins Clausplein en knooppunt Hofvliet.,,4.0,2400,52.121616,4.476553,2026-07-13 17:41,10005352484
2026-07-13 17:50,A4,Stilstaand verkeer op parallelrijbaan,Amsterdam - Den Haag,Op de parallelbaan. Tussen Zoeterwoude-Dorp (7) en Leidschendam (8).,,12.0,2700,52.113304,4.463616,2026-07-13 17:42,10005352489
2026-07-13 17:50,A4,Langzaam rijdend verkeer,Den Haag - Amsterdam,Tussen knooppunt Prins Clausplein en knooppunt Hofvliet.,,7.0,3000,52.085697,4.416107,2026-07-13 17:46,10005352503
2026-07-13 17:50,A4,Langzaam rijdend verkeer,Rotterdam - Den Haag,Tussen knooppunt Benelux en de Beneluxtunnel.,,4.0,3000,51.901432,4.370917,2026-07-13 17:47,10005352510
2026-07-13 17:50,A4,Langzaam rijdend verkeer op parallelrijbaan,Den Haag - Rotterdam,Op de parallelbaan. Tussen Vlaardingen-Oost (16) en knooppunt Benelux.,,3.0,2500,51.87343,4.396017,2026-07-13 17:47,10005352511
2026-07-13 17:50,A5,Stilstaand verkeer,Hoofddorp - Amsterdam,Tussen IJmuiden (2) en knooppunt Westrandweg.,,21.0,5600,52.402786,4.85201,2026-07-13 16:01,10005351853
2026-07-13 17:50,A7,Stilstaand verkeer,Westerbroek - Bremen,Tussen Oudeschans (48) en Duitsland.,Verkeerssituatie gewijzigd als gevolg van wegwerkzaamheden,12.0,1900,53.18038,7.227433,2026-07-13 10:21,10005350825
2026-07-13 17:50,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen knooppunt Raasdorp en knooppunt Velsen.,Wegwerkzaamheden,26.0,8100,52.42852,4.680496,2026-07-13 13:28,10005351242
2026-07-13 17:50,A10,Stilstaand verkeer,Knooppunt De Nieuwe Meer - Knooppunt Coenplein,Tussen Amsterdam-Sloterdijk (2) en de Coentunnel.,,16.0,1800,52.40797,4.858236,2026-07-13 16:06,10005351885
2026-07-13 17:50,A10,Langzaam rijdend verkeer,Knooppunt Coenplein - Knooppunt Watergraafsmeer,Tussen Amsterdam-Slotervaart (7) en Amsterdam-Overamstel (11).,,15.0,6900,52.330513,4.923684,2026-07-13 17:29,10005352406
2026-07-13 17:50,A10,Langzaam rijdend verkeer,Knooppunt Amstel - Knooppunt Watergraafsmeer,Tussen Amsterdam-Centrum (12) en knooppunt Watergraafsmeer.,,6.0,2900,52.35483,4.96533,2026-07-13 17:45,10005352499
2026-07-13 17:50,A12,Langzaam rijdend verkeer op parallelrijbaan,Utrecht - Den Haag,Op de parallelbaan. Tussen Houten (18) en knooppunt Oudenrijn.,,9.0,4400,52.066948,5.064877,2026-07-13 15:39,10005351721
2026-07-13 17:50,A12,Stilstaand verkeer,Utrecht - Den Haag,Tussen Bleiswijk (8) en Nootdorp (5).,,21.0,6500,52.05114,4.433942,2026-07-13 16:06,10005351886
2026-07-13 17:50,A12,Langzaam rijdend verkeer,Den Haag - Utrecht,Tussen knooppunt Gouwe en Reeuwijk (12).,,8.0,5000,52.052666,4.721577,2026-07-13 17:21,10005352355
2026-07-13 17:50,A12,Stilstaand verkeer,Utrecht - Den Haag,Tussen knooppunt Lunetten en knooppunt Oudenrijn.,,19.0,3600,52.06266,5.082279,2026-07-13 17:28,10005352396
2026-07-13 17:50,A12,Stilstaand verkeer,Den Haag - Utrecht,Tussen Zoetermeer (7) en Zevenhuizen (9).,,12.0,2900,52.03184,4.558137,2026-07-13 17:40,10005352477
2026-07-13 17:50,A12,Stilstaand verkeer,Utrecht - Den Haag,Tussen Harmelen (14a) en Woerden (14).,,11.0,2500,52.08063,4.954409,2026-07-13 17:41,10005352482
2026-07-13 17:50,A12,Langzaam rijdend verkeer,Utrecht - Den Haag,Tussen knooppunt Gouwe en Bleiswijk (8).,,7.0,4100,52.026276,4.581745,2026-07-13 17:42,10005352487
2026-07-13 17:50,A13,Stilstaand verkeer,Rijswijk - Rotterdam,Tussen knooppunt Ypenburg en Delft (9).,,12.0,3700,52.014328,4.374315,2026-07-13 17:35,10005352446
2026-07-13 17:50,A15,Langzaam rijdend verkeer op parallelrijbaan,Ridderkerk - Europoort,Op de parallelbaan. Tussen knooppunt Vaanplein en knooppunt Benelux.,,12.0,5300,51.87297,4.385971,2026-07-13 16:46,10005352141
2026-07-13 17:50,A15,Stilstaand verkeer,Ridderkerk - Nijmegen,Tussen knooppunt Gorinchem en Arkel (28).,,10.0,3700,51.846447,4.986703,2026-07-13 17:04,10005352249
2026-07-13 17:50,A15,Langzaam rijdend verkeer,Nijmegen - Gorinchem,Tussen knooppunt Deil en Arkel (28).,,15.0,6600,51.83964,5.078872,2026-07-13 17:13,10005352302
2026-07-13 17:50,A15,Stilstaand verkeer,Ridderkerk - Gorinchem,Tussen Sliedrecht-Oost (25) en Gorinchem (27).,,18.0,3300,51.825405,4.862276,2026-07-13 17:34,10005352440
2026-07-13 17:50,A15,Langzaam rijdend verkeer,Ridderkerk - Europoort,Tussen knooppunt Vaanplein en Rotterdam-Charlois (19).,,5.0,2200,51.86236,4.477627,2026-07-13 17:47,10005352507
2026-07-13 17:50,A16,Stilstaand verkeer op parallelrijbaan,Rotterdam - Breda,Op de parallelbaan. Tussen Rotterdam-Kralingen (26) en Rotterdam-Feijenoord (24).,,13.0,3700,51.893684,4.558517,2026-07-13 14:02,10005351329
2026-07-13 17:50,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen knooppunt Ridderkerk-Noord en de Rottemerentunnel.,,46.0,12400,51.961727,4.519486,2026-07-13 14:49,10005351481
2026-07-13 17:50,A16,Stilstaand verkeer,Rotterdam - Breda,Tussen Berkel en Rodenrijs (29) en de Rottemerentunnel.,,8.0,2300,51.971844,4.497047,2026-07-13 15:15,10005351593
2026-07-13 17:50,A16,Langzaam rijdend verkeer,Rotterdam - Breda,Tussen knooppunt Terbregseplein en Rotterdam-Kralingen (26).,,4.0,2500,51.931538,4.53771,2026-07-13 17:47,10005352508
2026-07-13 17:50,A20,Stilstaand verkeer,Gouda - Hoek van Holland,Tussen Nieuwerkerk aan den IJssel (17) en knooppunt Terbregseplein.,,21.0,4300,51.952446,4.540873,2026-07-13 12:26,10005351087
